600578,20020510,京能电力,
600579,20020809,克劳斯,
600580,20020606,卧龙电驱,
600581,20020816,八一钢铁,
600582,20020515,天地科技,
600583,20020205,海油工程,
600584,20030603,长电科技,
600585,20020207,海螺水泥,
600586,20020815,金晶科技,
600587,20020927,新华医疗,
600588,20010518,用友网络,
600589,20010612,ST榕泰,
600590,20020703,泰豪科技,
600592,20020805,龙溪股份,
600593,20020711,*ST圣亚,
600594,20040323,益佰制药,
600595,20020626,*ST中孚,
600596,20010906,新安股份,
600597,20020828,光明乳业,
600598,20020329,北大荒,
600599,20010828,ST熊猫,
600600,19930827,青岛啤酒,
600601,19901219,ST方科,
600602,19901219,云赛智联,
600603,19920113,广汇物流,
600604,19920327,市北高新,
600605,19920327,汇通能源,
600606,19920327,绿地控股,
600608,19920327,ST沪科,
600609,19920724,金杯汽车,
600610,19920805,中毅达,
600611,19920807,大众交通,
600612,19920814,老凤祥,
600613,19920820,神奇制药,
600614,19920828,退市鹏起,1
600615,19920910,*ST丰华,
600616,19920929,金枫酒业,
600617,19921013,国新能源,
600618,19921113,氯碱化工,
600619,19921113,海立股份,
600620,19921117,天宸股份,
600621,19921202,华鑫股份,
600622,19921203,光大嘉宝,
600623,19921204,华谊集团,
600624,19930105,复旦复华,
600626,19930107,申达股份,
600628,19930109,新世界,
600629,19930209,华建集团,
600630,19930209,龙头股份,
600633,19930304,浙数文化,
600634,19930304,退市富控,1
600635,19930304,大众公用,
600636,19930316,国新文化,
600637,19930316,东方明珠,
600638,19930326,新黄浦,
600639,19930326,浦东金桥,
600640,19930407,新国脉,
600641,19930407,万业企业,
600642,19930416,申能股份,
600643,19930426,爱建集团,
600644,19930426,乐山电力,
600645,19930504,中源协和,
600647,19930504,同达创业,
600648,19930504,外高桥,
600649,19930518,城投控股,
600650,19930607,锦江在线,
600651,19860926,飞乐音响,
600652,19901219,*ST游久,1
600653,19901219,申华控股,
600654,19901219,ST中安,
600655,19920902,豫园股份,
600657,19930524,信达地产,
600658,19930524,电子城,
600660,19930610,福耀玻璃,
600661,19930614,昂立教育,
600662,19930614,外服控股,
600663,19930628,陆家嘴,
600664,19930629,哈药股份,
600665,19930709,天地源,
600666,19930712,ST瑞德,
600667,19930728,太极实业,
600668,19930728,尖峰集团,
600671,19930823,ST目药,
600673,19930917,东阳光,
600674,19930924,川投能源,
600675,19930924,中华企业,
600676,19930928,交运股份,
600678,19931008,四川金顶,
600679,19931008,上海凤凰,
600681,19931018,百川能源,
600682,19931018,南京新百,
600683,19931025,京投发展,
600684,19931028,珠江股份,
600685,19931028,中船防务,
600686,19931108,金龙汽车,
600688,19931108,上海石化,
600689,19931108,上海三毛,
600690,19931119,海尔智家,
600691,19931119,阳煤化工,
600692,19931119,亚通股份,
600693,19931122,东百集团,
600694,19931122,大商股份,
600695,19931122,*ST绿庭,1
600696,19931206,岩石股份,
600697,19931206,欧亚集团,
600698,19931206,湖南天雁,
600699,19931206,均胜电子,
600702,19960524,舍得酒业,
600703,19960528,三安光电,
600704,19960606,物产中大,
600705,19960516,中航产融,
600706,19960516,曲江文旅,
600707,19960520,彩虹股份,
600708,19960606,光明地产,
600710,19960701,苏美达,
600711,19960531,盛屯矿业,
600712,19960626,南宁百货,
600713,19960701,南京医药,
600714,19960606,金瑞矿业,
600715,19960701,文投控股,
